Item ID,Sentiment,SentimentText
1146,5,@RailMinIndia Sir please resolve my issue of refund of PNR no.2759103001 I have not received my refund after &gt;100 days Kindly look into this
1147,3,Selling tea of Rs. 10 instead of Rs. 7 and water bottle is selling of local company of Rs 20. PNR 6208706148… https://t.co/d5HlFMqftU
1148,7,"@RailMinIndia @MohdHussain77 Sir, thanks for calling us."
1149,7,@RailMinIndia my contact number is +919205535799Thanks
1150,7,@RailMinIndia @irctceastzone 6506401270
1151,0,"@RailMinIndia Dear sir, I am traveling in awadh assam exp PNR 2817784641, there is no water in washroom and so dirty coach.."
1152,3,"@RailMinIndia @sureshpprabhu I am on 19061 Ramnagar Express An early morning train Without Pantry ,But Food facilities required ."
1153,4,"@sureshpprabhu @RailMinIndia PNR:6153238504 Train 1.5 hour late departure, Coach S8 brake chains not working. My brother fell, now injured."
1154,6,@RailMinIndia @drmljn @ Thanks for support and quick action
1155,1,"@RailMinIndia @gmwcrailway @drmkota Have lost my laptop bag in NZM INDB(12416)on 11jan15.PNR NO. 9742815095 &amp; FIR No.29/15,"
1156,7,@abhineet_hit @RailMinIndia @PiyushGoyal @PMOIndia Matter advised to concerned official @SrdeechgAld for necessary action.
1157,5,"@sureshpprabhu @RailMinIndia pnr - 8347395011 partly cancelled on 31st may no refund issued, complaint ticket raised IRCTC#3496001 on 6thJun"
1158,6,@sureshpprabhu @RailMinIndia @narendramodi Indian railway is improving its services. Thanks team railway.
1159,6,RT @HariNYadav: #498aJailsInnocent 
1160,1,"found a bag with no owner, police not taking any action pnr 4512791357"
1161,6,@RailMinIndia @eastcoastrail SBP div observed Intl. Level Crossing Awareness Day #ILCAD. Naukad Natak by Scout team https://t.co/gpuDaMLHiR
1162,2,@RailMinIndia TRAIN NUMBER 14523 BOGGIE AC B1 SEAT NUMBER 41 42 43 NEED DOCTOR HELP URGENTLY  PLEASE HELP ASAP MOBILE NUMBER 8400323260.
1163,6,@RailMinIndia @PMOIndia if railways can take such progressive steps then why can't agricultural n finance ministry
1164,7,@RailMinIndia @GM_NRly  @drmdelhi  @sureshpprabhu Concerned RPF staff/TTE on duty was informed in this concern for taking appropriate action
1165,5,"@RailMinIndia  PNR-2646988021 I ws lkng fr lwr birth, but not alwd, wn brded lwr birth was empty, I trvld on lwr birth, why this happens"
1166,6,@WesternRly @DRMBRCWR @drmbct @RailMinIndia @PiyushGoyalOffc @PiyushGoyal We want passanger train between bharuch t… https://t.co/tEBXrWdYha
1167,6,@rpfwrbct @rpfwr1 @RailMinIndia @Deshbhakth1 @rpfchurchgate @rpfmumbcenlocal @rpfdadar2 @RPFAndheri @rpfborivali1… https://t.co/OlzONbm5Bo
1168,5,"@RailMinIndia @sureshpprabhu @gmwcrailway travelling from BPL to CWA due to urgent reasons, had 1 confirmed 3-tier AC ticket..."
1169,0,"@RailMinIndia train no 12551 , b10,23 .here water is leaking from AC.  Please do the needful."
1170,6,RT @shreerangkhare: How can we respect 23 people who lost life on #elphinstone #bridge2017 ? They must be remembered in some manner whe… 
1171,5,"@RailMinIndia @sureshpprabhu sir, i hv mistyped gender in tatkal ticket fr 2mrow. hw to crrct plz help.otrwise my monety will go in vain."
1172,5,@RailMinIndia tryng to buk a ticket since 15 days for my old and ailing grndfather. agents askng 2k more for a sleeper ticket. what to do?
1173,5,@RailMinIndia @DrmChennai @sureshpprabhu Booked bedsheets when ticket online bt. attendent not given.Trno.12269.Pnr.4740507848.S3/41&amp;44
1174,6,"@RailMinIndia @sureshpprabhu Rly's only retwets when it's all praises 4 them; when thr r qstns or info, nthng is rplied or retwtd, vry sad!!"
1175,3,"@sureshpprabhu @RailMinIndia  sir i m in 12394 sampoorna kranti S2 48,catering team is doing coruption ...they r selling Rs15 item in Rs20"
1176,0,"@sureshpprabhu @PMOIndia @RailMinIndia Sir, unable 2 sit in Gwl intercity express due to smell &amp; tempered seats. V poor experience. Pl help"
1177,0,@RailMinIndia @sureshpprabhu every where i see that how water is being wasted  in Railway st where is infrastructure https://t.co/mIWrUhzkwh
1178,0,@RailMinIndia I am travelling in 12436 DBRT Rajdhani Exp. No charging point on side lower/upper berth. This is not fair Very Bad Experience.
1179,6,@RailMinIndia @sureshpprabhu   sir Plz improve your UTS services and support team also .. bcz  i cnt trf my ac to new ph no proper support.
1180,3,@RailMinIndia pantry staff is not up to the mark in 12708 they are taking 20 rupees for water bottle and not giving back 5 rupees to yatri.
1181,4,@sureshpprabhu sir please review the time table of 14236 bnaras bareiley exp its become bullock cart and running 3 hrs late .@RailMinIndia
1182,0,"@RailMinIndia @sureshpprabhu Madurai Jn ac waiting hall, paid service 10/- per hr 1 ac not working, other not enough https://t.co/dBZTwxHpDN"
1183,6,Check out Thief Catcher on The Prolific Reader! #instafreebie #freebook #whattoread #pnr https://t.co/jB0Hts5o8J https://t.co/brSUrxmByu
1184,4,"@sureshpprabhu @RailMinIndia Another tweet, same issue, Why train # 12411 is delayed at Ludhiana every single day by 35-40 mins. Today again"
1185,6,@niraj1712 @SBKULAL @drmgtl @srdom_sc @phanipeddapall1 @drmsecunderabad @riyaj_ali @KantuleSanjay @drmned… https://t.co/6u0NSeNxDv
1186,3,@sureshpprabhu @RailMinIndia @Rajeshbhargav19 Water cooler of platform no 4-5 RE not working. Plz check MCB DOWN https://t.co/eP71zwSkHv
1187,5,@RailMinIndia @sureshpprabhu sir we have booked tickets in mahanagri exp..but my mom is alone in s8 n we r in s3 ...pls help..
1188,2,"@RailMinIndia need medical assistance for a child travelling in train no 15097, coach no- B2,CONTACT NO-9469269631"
1189,6,@leomanojc @SirDebasis @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia… https://t.co/Bes1TzmXoI
1190,3,@sureshpprabhu @RailMinIndia @WesternRly Train#12009 C8-12. Found fly in food #unhygenic #unsafe food https://t.co/VZEzNLwutr
1191,0,"fan's speed not decreasing , we need help pnr 4512791357"
1192,3,@RailMinIndia @IRCTC_Ltd Vendor simply overcharging for ??? ???. Charging 20 rs instead of 15rs printed MRP. https://t.co/DFog53q7Pk
1193,7,@RailMinIndia @BannaDipaksa SSE Telecom at MSH will be send tomorrow  dt 03/12/2017.
1194,3,"@RailMinIndia, @sureshpprabhu, Sir, Comesum h Nizamuddin has served spoiled food today evening, they should be penalise, pl check &amp; do nedfl"
1195,4,"train is at halt for the last 4.5 hrs amidst of jungle, wt the fkk is happening??? pnr 4512791357"
1196,5,@sureshpprabhu @RailMinIndia cant able to book tatkal ticket from pnbe to hwh. But only unauthorized agent can book...need help
1197,6,Mischief Bundle - #KindleCountdown Sale $1.993 Story Bundle - F/F+ &amp; M/F PNR Erotica  #Erotica #Booklovers #LPRTG… https://t.co/wghZsGZszU
1198,3,@RailMinIndia @sureshpprabhu  But it is not at all impressive to see the pantryman with tip collection tray in Rajdhanis. Imagine same in AI
1199,5,@RailMinIndia:awaiting refund for pnr 6447664244 frm 7 month.plz help.
1200,0,@sureshpprabhu @RailMinIndia : Meerut City Station Platform 2/3 are relatively dirty. Sweeping required. https://t.co/AwQUu355e1
1201,5,@sureshpprabhu @RailMinIndia PNR is 2544989573. Many Thanks beforehand !!
1202,4,@RailMinIndia @sureshpprabhu there is huge problm of chain pulling on delhi Udz #chetakexpress &amp; got late always plz look into this.
1203,6,@RailMinIndia Thanks a lot Indian Railways the query has been resolved....really Mera desh badal raha hai.Namo namo
1204,4,@RailMinIndia @sureshpprabhu train 13005 rescheduled 21:05 but still not depart..its sad..already 2 hrs late..
1205,5,@RailMinIndia @IRCTC_Ltd Using IRCTC tatkal service ruined my journey. Poor server response.  Website hang/not open Toady for 45 min
1206,0,@RailMinIndia in train18234 coach s5 seat no6 fan not working. Plz help
1207,0,"@RailMinIndia Window glass are not at all visible, pls get this clean urgently,PNR:6352386558,TRAIN:18030,DOJ:08-06-16,2A,PKU-LTT,Dep:16:35"
1208,6,@RailMinIndia Announcement done !!!
1209,1,"copassenger playing loud music , not obeying the tt too, sort it out pnr 4512791357"
1210,3,"@RailMinIndia Getting a #tatkal AC ticket 4m Pune 2 Bhubaneswar, vice-versa is very much difficult via @IRCATERING website @sureshpprabhu"
1211,4,@RailMinIndia plz continue train no 14307-14308
1212,5,@RailMinIndia Please charge cancellation fee with a logical algorithm. 760 INR for cancelling a ticket within 15 minutes is outrageous!!
1213,5,@DRMbhopal An aged lady has been alloted upper berth in 22911. PNR no. 8553362063. Kindly see if any modifications possible.
1214,7,@RailMinIndia @soorajkumarv @GMSRailway Noted informed concerned department
1215,3,@RailMinIndia spreading foodfor service at washdoors incoaches persistingin rajdhanitoo.litterbinwith foodresidues kept closebyalso.stopit
1216,4,"@RailMinIndia Maveli Express is always late by 30 to 60 minutes and Ernakulam,  this is being noted for an year. https://t.co/MEbiSmJduq"
1217,6,@sureshpprabhu @RailMinIndia  I would like to thank your team for giving me such a wonderful experience of train travel. Salute to good work
1218,0,@RailMinIndia No hygiene in Secunderabad-Gorakhpur train. All train smelling bad.Toilets are not maintained.
1219,5,"@RailMinIndia  @IRCTC_Ltd  HV cancelled  tkt on May,27,2016 PNR 8647308131� Refund amount of�Rs.3790�received today. Thank U.TDR payment ?"
1220,5,@RailMinIndia Talk to RPF head quater I am satisfied that they will provide full protection of Tatkal reservation counter to general people.
1221,3,@RailMinIndia IRLRO Welcomes decision on stn baby food stalls but r babies safe with drivers running trains w/o time for foodRefNaturalcall
1222,2,"two copassengers fought brutally, 1 got a head injury.1!! His  pnr 4512791357"
1223,7,@sureshpprabhu  @RailMinIndia  The cleanliness feedback overphone is appreciated.But feedback for which station is not clearly mentioned.1/2
1224,0,@RailMinIndia There is very slow Air conditioning in 3AC coach no. BE1 . train - 19269 Porbandar-Motihari PNR 8247039410
1225,5,"@RailMinIndia Paid 200 bribe 2 T.c when T.c askd fr ticket, T.c didnt gav any recipt ,train 12565 S5 nxt stp ND https://t.co/bP2VJdxWoV"
1226,0,"@RailMinIndia @sureshpprabhu @DrmDnr Its a shame dat  despite of instructions from GM,Patna rail administration is idle in cleaning dis mesh"
1227,1,"@RailMinIndia @prakashroshan20 Sir, u r mobile phone could not be traced.Pl lodge missing report with GRP."
1228,6,@SirDebasis @vikaskh05172507 @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia… https://t.co/cImqnkJTwC
1229,1,"@RailMinIndia @ShilpaDakle Mam, FIR has been lodged by GRP/Palghar vide Cr.No. 10/16 U/S 379 IPC."
1230,2,@RailMinIndia we all are in rac pnr no. 6352836568.....have 2 children and 1 medical practice.... all waiting list... need help...
1231,6,@NitinSubudhi @RailMinIndia @PiyushGoyal 4 paise legally sahi daam pe bech ke bhi kamay jaa sakte hai.
1232,4,@RailMinIndia 19916 intercity exp mg is getting late each day. It is requested to make the stoppage of every exp train at 8 am
1233,0,@RailMinIndia @sureshpprabhu  dhauli worst train.12822 coach C1 ac not wrkng. refund money .why is this coach even there when ac nt working?
1234,1,@RailMinIndia 2 persons with weapon robbed me in GawhatiExpress.I lost my Iphone6.i got all the details with proofs of the robberer.helpme
1235,5,"@RailMinIndia @sureshpprabhu I Booked TDR on Feb 22, 2016 against Ticket PNR No 6652029847 and i had not got any response till today."
1236,4,"@RailMinIndia @drmmumbaicr @gm_crly Tweet No 4, Late Again today during morning peak hours by 20-25 mins. Jam Packed. Made In India."
1237,5,"@RailMinIndia   sir, I hv booked a ticket yesterday online from delhi to patna but it was not confirmed and money has also not been refunded"
1238,7,"RT @RailwayNorthern: @IndiaBTL @RailMinIndia @PiyushGoyal @PMOIndia ""NR does not purchase National Herald for distribution in trains. Ei… "
1239,6,"Petition all you like, if @FineGael continually cut PSO @IrishRail and under invest in public transport the travell… https://t.co/0rVpCBElEB"
1240,1,"@PiyushGoyal PNR-2337792679 Trn:12802 Dt:02-12-2017 Frm MGS to CTC Cls:3A P1-B1,54 Sir I lost my shoes.may be some one stolen."
1241,7," @SHIVAM_1234515 Sir, inconvenience regretted. Please lodge your FIR (if not lodged) with GRP and purs… https://t.co/lSb34osAX0"
1242,4,@sureshpprabhu @RailMinIndia @DRM_Agra @drm_moradabad pls see the status of this train.starts late frm destination https://t.co/iFUgYwfkjj
1243,7,@RailMinIndia @Uttambanerjee10 @ed_eeg @drmnfr_lmg Matter notified to officials concerned @electrlbzascr
1244,5,@RailMinIndia @sureshpprabhu Sir is there a way you guys track legal allocation of rac seats?Am travelling on a half seat pnr:8347530093 1/2
1245,5,@RailMinIndia pls confirm about my reservation or make my money refund
1246,0,"unremoved heavy bedrolls , stinky smell pnr 4512791357, 1 cleanup reqd"
1247,6,"@RailMinIndia @sureshpprabhu Sir, Great thought. Jabse aap aayen hain Rail to jaise pankh laga ke ud rahi hai.Thanks https://t.co/bhFbCEyFK6"
1248,0,@sureshpprabhu @RailMinIndia Platform No 4&amp;5 of #bhopal needs to be cleaned immediately. My PNR 8747162916 Waiting https://t.co/oX7ONddOZX
1249,0,"@RailMinIndia @RailMinistry_in Train no.:12618 - Mangala Express, just boarded the train from panvel; Boggie No.: A2.The coach is not clean."
1250,3,"@sureshpprabhu @RailMinIndia sir there is local water bottle(pawan aqua)selling on New Delhi rly stn. No railneer,Railway looses its revenue"
1251,4,@RailMinIndia @RailwayNorthern Why the train start 2 hours late from the beginning? https://t.co/mmkr6Sf8Ki
1252,3,"@RailMinIndia @sureshpprabhu TRAIN NO 12764 S13 No water please address finding difficult Seat no S13 42,43,45,46,48"
1253,0,"@sureshpprabhu @RailMinIndia Train number 12673 coach B5 3A seat 30UB Rats, no cleaning, no blanket. ?? https://t.co/xA4ChiTMEI"
1254,4,12142 train stops at thane or not @RailMinIndia please reply
1255,0,@RailMinIndia @sureshpprabhu proper maintenance in Samatha express light and fan not working at pnr 6655960301
1256,5,Please  help @RailMinIndia. WHY CAN'T WE BOOK TICKETS FOR TRAIN NUMBER 52145? @IRCTC_Ltd NOT RESPONDING to emails… https://t.co/gLrBwj7mFA
1257,0,"@RailMinIndia , travelling in train no 12759 A1 46, till 10 pm charging point is working, now it's not working in whole compartment"
1258,5,@sureshpprabhu @RailMinIndia @narendramodi @PMOIndia Pls print the Menu of Indianrailways on backside of the ticket
1259,2,"pregnant lady needs the help of some lady doctor immediately, her pnr 4512791357"
1260,4,"@RailMinIndia asked about trn no-14312 to station master,it was brought to notice that the train has a history of being late.plz look (2/2)"
1261,4,@drmncrald @RailMinIndia @PiyushGoyal @GMNCR1 @anuj0109 @rakeshgoswamiHT 1st stop HO quota of 35 seats you offer in… https://t.co/BJHFCmNHjh
1262,5,@RailMinIndia sir Ji what corrective action taken for long queue at reservation counter and dull booking staff. Very disappointing .
1263,0,@sureshpprabhu @RailMinIndia Dear Sir I am travelling in 19046 train &amp; there is no water in toilets. The condition of the train is worst.
1264,5,@RailMinIndia Train No 12683 travelled on 08/06/16 Awy to Otp in S5 71 TTE collected SL charge not issued receipt https://t.co/F52ZjigpH7
1265,3,@RailMinIndia punitive action needs to be taken against vendors seling articles more than mrp. Tolfree no takes long waiting time aprox 30 M
1266,2,@RailMinIndia Its shocking that Nzm- Pune 04418 didn't have a first aid box when required. An 8-yr old waited 35 mins for help to arrive.
1267,5,"@RailMinIndia @sureshpprabhu: need2travel with my 57yrs old sick mother n 60yrs father 4medical purpose, tickets nt confirmed,PNR 6755602571"
1268,5,@RailMinIndia is there a magistrate checking in 14318 ?  . 2-3 women are in train as part of checking team but no id cards
1269,5,"@RailMinIndia @sureshpprabhu sir, almost 20 days after I booked a ticket through irctc, still haven't got the refund. Irctc asks me cont."
1270,3, Train is with no pantry &amp;they were unable to find milk in ALD Could u please help Next stop is Satna… https://t.co/IuU9c2arbi
1271,1,"@RailMinIndia @ManiarSonam Mam, FIR has been lodged by GRP/Ahmedabad  vide Cr.No. 99/16 U/S 379 IPC."
1272,5,"@RailMinIndia sir my train ticket is not comform from Abu Road to Mumbai, my mother is sick, plz help sir. PNR NO 2217892889 DOJ 9.6.16"
1273,4,@RailMinIndia PNR 4858754692 It was extremely difficult boarding the train and getting our seats from the unreserve… https://t.co/PnQR5EXbwS
1274,1,@sureshpprabhu @RailMinIndia my mom 73 a cancer patient lost her tatahospital smart card in train (cont) https://t.co/lXFqoUOdkA
1275,0,paid for ac but feeling the hotness of railways negligence. Attention needed immediately pnr 4512791357
1276,4,"train diverted from its actual route , no knowlwdge of where the fuck are we being taken.track us pnr 4512791357"
1277,6,@RailMinIndia @sureshpprabhu kudos to you sir.6mb/s speed unbelievable.#cleaneststation#freewifi#Thank you https://t.co/xhwqxBKc0y
1278,3,@RailMinIndia @sureshpprabhu Please Give the Pantry Menu and RateCard on Line. This will avoid manyControversy during a Train journey.
1279,5,"@RailMinIndia  sir my train ticket is not comform from Abu Road to Mumbai, my mother is sick, plz help sirPNR NO 2217892889DOJ 9.6.16"
1280,5,"@RailMinIndia Hello Sir,we have booked ticket thro online and only my wife got in frm the boarding station. I could joined ftm anthr station"
1281,5,@RailMinIndia @sureshpprabhu tickets only on mobile is still not feasible. Please review it.
1282,6,@RailMinIndia @sureshpprabhu  I am sure that railwys only care abt posting on twittr and fb. I posted my issue many times now and no reply.
1283,1,"mobile stolen , need 1 help to track it pnr 4512791357"
1284,4,"@RailMinIndia Sachkhand express (12715) late by 7+ hours. Just buying Japanese trains won't help, IR should learn f… https://t.co/4x33yIQDxL"
1285,6,RT @carole_mortimer: #PNR #fantasy #BookBoost #IARTG #EARTG #ASMSG #IAN1 #mgtab #tw4rw #NewRelease DERYK (Dragon Hearts 2)… 
1286,1,@RailMinIndia this is our security when train is running pic of 64231 bbk-lko &amp; train guard is sleeping at malhore https://t.co/vOutGI7SWn
1287,7,@DrmChennai @RailMinIndia In Bangalore  no charges  . Any circulars  from Railway  ministry. Attach
1288,5,@RailMinIndia @sureshpprabhu kindly allow the mobile user's to book tickets during 8-12 am also on irctc app currently the app is not useful
1289,4,@RailMinIndia @sureshpprabhu Plz mk TTE wear nameplats on duty or they ll be not authorize to chk ticket.they dont wear nameplate &amp; tk money
1290,0,"@RailMinIndia @SRailwayIndia @railministerindia 16345 running 3+ hrs late S1 coach dont have any water, charging point not working"
1291,4,@drmmumbaicr @RailMinIndia @drmljn Please share coach position for 11016 khushinager ex0
1292,4,2 hours journey completed in 6 hrs excluding waiting time 3-5hrs.u should take responsibility mostly trains late 5t… https://t.co/4nc4pmZO3u
1293,7,@RailMinIndia @rajtoday @Akkibhatkar @Shrikant2025 @ThaneMt @thane_now @MumbraKiAwaam @PiyushGoyal @mumbairailusers… https://t.co/Iu4NzEgWIR
1294,5,@sureshpprabhu @RailMinIndia booked Tatkal ticket with wrong gender details - name and age are correct. Pls advise if something can be done.
1295,0,"@RailMinIndia Train No. 15107 Coach BE1, AC not working from Barabanki &amp; no one is listening to our complain."
1296,6,RT @ErGKSWAMY1: @seevivekhere Ask them to join @airef_official  under the dynamic leadership of @AirefPr @airef1234 and fight for j… 
1297,3,@sureshpprabhu @RailMinIndia Thank You Sir for sending your representative but he can't do anything. Plz charge more but provide good food.
1298,4,@sureshpprabhu @RailMinIndia Ind rail enquiry sys is down from last 1/2 an hour.unable to track train's location https://t.co/eGUdIQ51XT
1299,1,"@RailMinIndia Sir i have lost my laptop bag in NZM INDB(12416)on 11jan15.PNR NO. 9742815095 &amp; FIR No.29/15, till time nothing has been done."
1300,6,It's important to remember the EU isn't only a progressive force - have a look at these EU data collection and shar… https://t.co/iFuM2tyePs
1301,4,@RailMinIndia i was very frustated as my train 51422 was delayed for 2 hrs
1302,6,Featured New Releases from Midika Crane and Anna Lowe! https://t.co/6PhUQ2suMr #pnr #paranormalromance
1303,7,RT @IAmKalpeshBohra: @rpfwrbct @rpfwr1 @kalpeshcynic @RPFMumbaiCntrl @RailMinIndia @MCGM_BMC @GM_CRly @Gmwrly @drmbct @drmmumbaicr… 
1304,6,RT @IndiaBTL: Why is @RailMinIndia procuring Congress mouthpiece National Herald (priced a hefty Rs. 20/piece) &amp; providing it to…
1305,7,@RailMinIndia @Siriusblack1213 @drmncrald @rpfncrald  kindly look this matter into necessary action NCR-1536
1306,4,@RailMinIndia @GM_CRly @RidlrMUM just a few drizzles and horbour line trains already late by 10 minutes!
1307,6,@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc Great job GANDHI JI KE BANDAAEON
1308,5,@RailMinIndia was booking ticket through irctc. Transaction dropped and didn't get any ticket but still amount is deducted.Help!!
1309,5,@RailMinIndia Dear Sir pleasemake regular ticket checking in every trainthere are lots of ppl travelling without ticket#Biharppl commonly
1310,0,"@RailMinIndia @sureshpprabhu pnr no. 2761985743 traveling in train no 12878 coach G16, dirty bathroom and also no water in coach please help"
1311,5,"@RailMinIndia JAB SE SURESH PRABHU RAIL MINISTER BANA H TAB SE TRAIN ME TICKET MILANA,AUR BHAGWAN SE MILANA BARABAR HO GAYA HAI."
1312,5,"@sureshpprabhu @RailMinIndia, No Refund for W/L ticket 40 Min before train departure logged a complain no refund https://t.co/guKjUv0Mq5"
1313,6,Wow. Are you serious? @Swamy39 @narendramodi @AmitShah https://t.co/iehx1nRAS9
1314,6,RT @DOTrPH: READ: Construction of Manila-Clark Railway project to start soon. The contract for the construction supervision and… 
1315,6,@sureshpprabhu  @RailMinIndia Thanks a lot  for showing quick response and helping my sister @Rewaristation.. Commendable job done. :)
1316,0,@RailMinIndia reported issue of water logging in Velacheri Mets station to DRM no response pl take action https://t.co/pJXGBQAJJu
1317,5,"@sureshpprabhu @RailMinIndia Train No. 12344. Coach B3. Bribe accepted by TT for allotting seat nos. 12,18&amp;20. RAC ticket not allotted seats"
1318,7,@sureshpprabhu @RailMinIndia @drmdelhi Please direct the concerned. Plz plz plz plz plz plz
1319,0,"@RailMinIndia traveling by 12005 NDL -CHD Shatabdi ,pathetic condition, no water in toilets, train runing late apparently without any reason"
1320,0,@RailMinIndia @sureshpprabhu sir charging point is not working proper atandent telling what I do Train No. 19579 PNR 874746496 coach B210 11
1321,7,@RailMinIndia  sorry for delayMy contact no 8275595956Pnr 8647217391
1322,4,"@RailMinIndia sir, kindly look into train no 12273, already known to you highly prestigious train but delayed every running by avg. 1.5 -2 h"
1323,4,@RailMinIndia @sureshpprabhu why train#18202 always runs late. this train has a history of running late. Currently 4 hrs late.
1324,0,"@sureshpprabhu ,@RailMinIndia #Cleaning of coach. Nothing happened even jhansi has crossed.Train no 12643,Coach A1"
1325,0,@RailMinIndia at Panipat railway reservation counter one window not working last 10 days so far.passengers suffering .pls help .
1326,0,@PiyushGoyal sir kafi trains ke coach main glass khidkiyaan poori bad nhi hoti hain so travel ke time thand lagti r… https://t.co/jH6Hw3nPbS
1327,5,"@RailMinIndia  @sureshpprabhu Railway must write in every ticket that ""If you are travelling from important work don't travel by train""."
1328,4,@sureshpprabhu @RailMinIndia Sir while making reservations we fill form and all details in it. Why not put an Aadhar no related registration
1329,7,"@RailMinIndia @MiniAgrawal6 Sir, thanks for calling us."
1330,0,"@sureshpprabhu @RailMinIndia .. bed rolls in AC, bad overpriced food, unmaintained toilets etc etc.  Sorry to say, the situation has ..(5)"
1331,0,"@RailMinIndia confusion or misprint #whatever# but Chd to allp was worst noAC,ntClean,leaking in rain,noWater https://t.co/MLRJygEHmt"
1332,6,@Arunkum01848073 @ccmsrly @SalemDRM @TNRA_RailNews @vanandca @pgt122123 @propgt14 @sivamohan1917 @drmmadurai… https://t.co/U44jE0TeKK
1333,3,@RailMinIndia to improve hygiene &amp; sanitation before it starts offering food. One cannot eat good food amidst stench https://t.co/7JYfem1Btc
1334,4,@sureshpprabhu @RailMinIndia @drmdelhi @srdomchgdli Prabhu ko tweet karte Hi 54011 5 min or late pahle 33 min thi ab 38 ho gai.Thanks
1335,4,@RailMinIndia the app has serious problem a delay of more than 30 mins is reported 1 min late.@sureshpprabhu https://t.co/wrEBGoKKDT
1336,5,@RailMinIndia I am unable to get tickets online since three months for varanasi to Pune.
1337,5,"@RailMinIndia Respected sir, Please look into the matter of tatkal booking as middleman are eating away the tickets in abundance."
1338,0,@RailMinIndia  ac not working in 15017 boarded from banaras to gorakhpur today.
1339,4,@RailMinIndia @sureshpprabhu: y can't railway inform beforehand abt any delay#my old parents r forced to wait @HJP for train no 12561 1/2
1340,1,@RailMinIndia My parcel is missing.No. 2002503753 from manmad to jalandhar city.
1341,0,@sureshpprabhu  @RailMinIndia  AC &amp; fans are not working in lucknow mail.. We are facing much difficulties...  ????
1342,5,@sureshpprabhu @RailMinIndia @narendramodi Without ticket traveller are also a big railway problem. Please do something to stop it.
1343,6,@SirDebasis @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia… https://t.co/xRQ11YkDfg
1344,6,@RailMinIndia yesterday at about 1400 hrs a girl child got treatment by railway doctor in the boogie... thanks ind rail and prabhu sir ...
1345,5,@RailMinIndia In howrah main ticket counter is closed due to some repairing purposes.But TVM r there.But nobody is there to help the people.
1346,3,@RailMinIndia @sureshpprabhu  @sureshprabhubjp pnr:6152278232Guilty for travelin in rajdhani with such terible food &amp; horible sanitaries.
1347,3,"@RailMinIndia PNR-2119051082Trn:12910Dt:08-06-2016P1-J4,29name: praveen i boarding  from NZM to BRC  No food service was provided.."
1348,0,"@sureshpprabhu @DRMJodhpurNWR @RailMinIndia Sir, the condition of Upper Class Waiting Room at Jodhpur is very horrible. No AC working here."
1349,5,@RailMinIndia @PiyushGoyal If a person buys ticket online and if its not confirmed then why that ticket is not a v… https://t.co/fgalcVcM6C
1350,0,"window pane jammed #utter winter, bone freezing cold pnr 4512791357"
1351,3,@RailMinIndia standard meals charging Rs 100 in 12194 train .my pnr no 8420297219
1352,7,@ahamadali222  Kindly share PNR number.  Matter forwarded to the concerned officials @Drmdelhi @IR_EDMECHG @CRSE_CHG_NR
1353,0,@sureshpprabhu @RailMinIndia Pathetic condition of coach B1 in GKP-Pune express (train no.15029). No one bothered to clean it! Pls help.
1354,6,RT @EdenAshe: Add #AllINeed to your TBR shelf! #iartg #ian1 #asmsg #bookboost #RT #paranormalromance #PNR #1click #oneclick… 
1355,6,@RatlamDRM @SBKULAL @Bkugne @riyaj_ali @niraj1712 @FAZALALAM234 @phanipeddapall1 @ratneshthakur86 @railmitraa… https://t.co/yXriZjSJiC
1356,0,@RailMinIndia @drmdelhi @GM_NRly Train no 04418 which departed yesterday has sanitary and hygiene issues.Water leakage and not clean.
1357,3,@RailMinIndia Train is with no pantry &amp;they were unable to find milk in ALD Could u please help Next stop is Satna… https://t.co/IuU9c2arbi
1358,0,"@sureshpprabhu @RailMinIndia No water in coaches Like S8,7 pnr:4318424916 mb 8880431072."
1359,3,@RailMinIndia travelling from nagpur to newdelhi in trivendrum express. N  m chargd rs90 for a single veg thali by rail caterin. Plz explain
1360,7,@RajeshR21049055 @RailMinIndia @DRM_ASN kindly look into the matter.
1361,0,@RailMinIndia train no 12601 maangalore Mail- general passengers in reserved compartment S11. Difficult to reach bathroom. Please help
1362,5,@RailMinIndia An aged lady has been alloted upper berth in train no. 22911. PNR no. 8553362063. Kindly see if any modifications possible.
1363,1,"aggressive copassengers, need of immediate change of seat pnr 4512791357"
1364,0,"@RailMinIndia no water in coach...please do something...train no. 12550,coach no. B4,jammutawi durg exp.,,,,next station is agra.."
1365,3,@RailMinIndia @sureshpprabhu While travelling on     Train No./Name: 12246 /  DURONTO EXPRES.Supervisor forced us to drink hot water.
1366,6,https://t.co/f27P3FSDcJ @PMOIndia @narendramodi
